Fecha Noticia,Link,Titulo,Resumen,Personas Mencionadas,Tema
"Thu, 12 Feb 2026 21:40:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQM0wyaUhnRGw4SzBtWlBHWDZaZlJSbkp4UjhWMEtkVUh0dVJhNjBjaU1fZHBvcVVZT2U5NmpWNy0tcVpmdXdOSWlBbjFhazZDNlMtLV9WSnBudWRRb1VTeFoxcEJPME1jdFNHc1hCbGhWNnhtVnQzNUh6OFhqZkJDNkZwX2xJV0hmZk5zNUFrRl8zYWhCNHdHZU41VF91WHpSR1dQejVoaWtSQXByd2U4c3hlUW9UeVNIREZreVhTZWpwRjZqZjB4eQ?oc=5,"Nuevo criterio sobre rebaja de pena frente a terrorismo, financiación del terrorismo y extorsión - Ámbito Jurídico","<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQM0wyaUhnRGw4SzBtWlBHWDZaZlJSbkp4UjhWMEtkVUh0dVJhNjBjaU1fZHBvcVVZT2U5NmpWNy0tcVpmdXdOSWlBbjFhazZDNlMtLV9WSnBudWRRb1VTeFoxcEJPME1jdFNHc1hCbGhWNnhtVnQzNUh6OFhqZkJDNkZwX2xJV0hmZk5zNUFrRl8zYWhCNHdHZU41VF91WHpSR1dQejVoaWtSQXByd2U4c3hlUW9UeVNIREZreVhTZWpwRjZqZjB4eQ?oc=5"" target=""_blank"">Nuevo criterio sobre rebaja de pena frente a terrorismo, financiación del terrorismo y extorsión</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ámbito Jurídico</font>",,Financiación del terrorismo
"Sun, 15 Feb 2026 11:04:26 GMT",https://news.google.com/rss/articles/CBMizAFBVV95cUxONTJ4aUVtYXZzSnBUMVZqbVZxWHQ0eXRPaWh3TmRVaHE4VXRIb2tWZ0ZTQzVNb25UMmVyd3RzYmE4WmZWdGNrZlhRZ3JmQnd3YzBWUVJVZFg2RWFiajRBbFU4VmF1dFR3U1RwVEdrS3lvUU1yQnZ4UjZxbk41UUFVUG5wX1M5bDVQdFNMWXJNYmdxNXppeEpNa29IXy1odHcxUEZJaVM5YzhCMGlhMlhrNFVwNEhvUlRzaGxuU3BDbnd1Q044RXNrOHhoTkTSAeABQVVfeXFMTzlLNUJwcVhHYWVocTJyU3k3NmZGVlE0a2RoaGFhM1E2N3Qtdkg5QlU0ak4wSzFmc0FMd3h4LVhUVkNqNE1EZlBxbkpuYWhhSTFYaVB3NV8zSjE5UnRscUx1ZEEwdkJHWlRMUXlrUUJPQjRHRTN5dldIMmtCSWNFSGRjZmZTcnRnVGtyVHAydFNNdU54U0pFQkZka1o5V3ZFczR2eExmZkhjSUdQRnRkRFN6djZNVDctTWlfVGFhQnNrRFlZZ0hpbGl2eDQxNWpuUERlb2g0Ujh5WHg4M0M5dXI?oc=5,"Las estafas ya son una epidemia que crecen en tamaño, escala y alcance, dice GAFI - bloomberglinea.com","<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxONTJ4aUVtYXZzSnBUMVZqbVZxWHQ0eXRPaWh3TmRVaHE4VXRIb2tWZ0ZTQzVNb25UMmVyd3RzYmE4WmZWdGNrZlhRZ3JmQnd3YzBWUVJVZFg2RWFiajRBbFU4VmF1dFR3U1RwVEdrS3lvUU1yQnZ4UjZxbk41UUFVUG5wX1M5bDVQdFNMWXJNYmdxNXppeEpNa29IXy1odHcxUEZJaVM5YzhCMGlhMlhrNFVwNEhvUlRzaGxuU3BDbnd1Q044RXNrOHhoTkTSAeABQVVfeXFMTzlLNUJwcVhHYWVocTJyU3k3NmZGVlE0a2RoaGFhM1E2N3Qtdkg5QlU0ak4wSzFmc0FMd3h4LVhUVkNqNE1EZlBxbkpuYWhhSTFYaVB3NV8zSjE5UnRscUx1ZEEwdkJHWlRMUXlrUUJPQjRHRTN5dldIMmtCSWNFSGRjZmZTcnRnVGtyVHAydFNNdU54U0pFQkZka1o5V3ZFczR2eExmZkhjSUdQRnRkRFN6djZNVDctTWlfVGFhQnNrRFlZZ0hpbGl2eDQxNWpuUERlb2g0Ujh5WHg4M0M5dXI?oc=5"" target=""_blank"">Las estafas ya son una epidemia que crecen en tamaño, escala y alcance, dice GAFI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">bloomberglinea.com</font>",,Financiación del terrorismo
"Tue, 17 Feb 2026 09:39:43 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxPS0xZSTJGdTNUZF9CcXpIeVdQZFRtQ2E2VThza1dJaFB6ek5xNVJXR1RPOGhjdXVDMmt3R1VRWE4ydU5xQ0FmZEhKLU9vZUIyNmliMUpWb1piOEc3ZllDcVppVnlLZzJFcHhxZkZvNmQ5Rk5fenZXVTZWR3ZTQ0hNSVR0ZjMxOV8wcEJOMXRnRUZIRTIzRkpWMENBY3dLRFRUbWlJSEJyckNzcUZhQUFHT1R6V3JoSzJkeVZFSU1od9IBvwFBVV95cUxPS0xZSTJGdTNUZF9CcXpIeVdQZFRtQ2E2VThza1dJaFB6ek5xNVJXR1RPOGhjdXVDMmt3R1VRWE4ydU5xQ0FmZEhKLU9vZUIyNmliMUpWb1piOEc3ZllDcVppVnlLZzJFcHhxZkZvNmQ5Rk5fenZXVTZWR3ZTQ0hNSVR0ZjMxOV8wcEJOMXRnRUZIRTIzRkpWMENBY3dLRFRUbWlJSEJyckNzcUZhQUFHT1R6V3JoSzJkeVZFSU1odw?oc=5,"Polémico nombramiento directivo en la UIAF, poderosa entidad del Gobierno - Caracol Radio","<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPS0xZSTJGdTNUZF9CcXpIeVdQZFRtQ2E2VThza1dJaFB6ek5xNVJXR1RPOGhjdXVDMmt3R1VRWE4ydU5xQ0FmZEhKLU9vZUIyNmliMUpWb1piOEc3ZllDcVppVnlLZzJFcHhxZkZvNmQ5Rk5fenZXVTZWR3ZTQ0hNSVR0ZjMxOV8wcEJOMXRnRUZIRTIzRkpWMENBY3dLRFRUbWlJSEJyckNzcUZhQUFHT1R6V3JoSzJkeVZFSU1od9IBvwFBVV95cUxPS0xZSTJGdTNUZF9CcXpIeVdQZFRtQ2E2VThza1dJaFB6ek5xNVJXR1RPOGhjdXVDMmt3R1VRWE4ydU5xQ0FmZEhKLU9vZUIyNmliMUpWb1piOEc3ZllDcVppVnlLZzJFcHhxZkZvNmQ5Rk5fenZXVTZWR3ZTQ0hNSVR0ZjMxOV8wcEJOMXRnRUZIRTIzRkpWMENBY3dLRFRUbWlJSEJyckNzcUZhQUFHT1R6V3JoSzJkeVZFSU1odw?oc=5"" target=""_blank"">Polémico nombramiento directivo en la UIAF, poderosa entidad del Gobierno</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Caracol Radio</font>",,Financiación del terrorismo
"Mon, 16 Feb 2026 10:58:00 GMT",https://news.google.com/rss/articles/CBMihgJBVV95cUxOaHRzRXMyeVZGSlcwQWNJSERVNWNnbzBNTUZQcjg4X1pacUJ1eFZmTGh4LUVZNHUwY0lGRnlpeE8yU3pfMlhRY0hCY2Z4YVNJRDJMME1QMUZqeXhLQUxzSmdGSjFoZWxUTTZIS3Fab2FicFgtdjZDeUJDdVZOU2tMQTd3ZXo5YzdaTXBXbURGZkp0X3RScmY1dlpxWTc3QlZQYzJ4aDRqTVI1bjN0Z1BVSkJGMUxlbWVLWnpib3VKOWE1RnlyMmNjZ3RhdF9ReWp5NmhscmhvTU1tc1ZBMVZ6ZnkyTlNMY0pYWFV3UnRHRTN1YlNrZFJKcm1tVTUyRXA1ZlJhNGt30gGgAkFVX3lxTE1mVVkwOFBVeV9qZTRfMm9IYWtlQUtrYzBicUxzMUJOLV9lNXNkb0E0bk03cUY3SENVMFQ5TjhrS1dVZUtLTHBvU0RsaWJCUVRZck5JODBtRjJrTi1obENRdGp3TktGODUtVzNpYnZsYmw5WExzRGVEN2M4SzZSZG54bFJrdTlRVFhQUGtqR1I5M3ZZRWZzSVBJaGhjNTJCRnY4clFNRHpKVUFHNkNIX3RzVnRYamlQejFSVDFPeW9VMTNLalVsTURXQ1M2Z3Z6YW1aMjR2T2YwaHMxV0daT3lDQUpQdGtEU1lOZ0c5RmRXWmVXV3ZpdlBvX0M0aGtQenVGR1J0eHlmTU9xQW40MU5TWU4tdFIyYk1sU2xJRzJnWg?oc=5,La embajada de EEUU en Uruguay apoya el proyecto para crear un registro de entidades terroristas: “Profundizaría lazos” - Infobae,"<a href=""https://news.google.com/rss/articles/CBMihgJBVV95cUxOaHRzRXMyeVZGSlcwQWNJSERVNWNnbzBNTUZQcjg4X1pacUJ1eFZmTGh4LUVZNHUwY0lGRnlpeE8yU3pfMlhRY0hCY2Z4YVNJRDJMME1QMUZqeXhLQUxzSmdGSjFoZWxUTTZIS3Fab2FicFgtdjZDeUJDdVZOU2tMQTd3ZXo5YzdaTXBXbURGZkp0X3RScmY1dlpxWTc3QlZQYzJ4aDRqTVI1bjN0Z1BVSkJGMUxlbWVLWnpib3VKOWE1RnlyMmNjZ3RhdF9ReWp5NmhscmhvTU1tc1ZBMVZ6ZnkyTlNMY0pYWFV3UnRHRTN1YlNrZFJKcm1tVTUyRXA1ZlJhNGt30gGgAkFVX3lxTE1mVVkwOFBVeV9qZTRfMm9IYWtlQUtrYzBicUxzMUJOLV9lNXNkb0E0bk03cUY3SENVMFQ5TjhrS1dVZUtLTHBvU0RsaWJCUVRZck5JODBtRjJrTi1obENRdGp3TktGODUtVzNpYnZsYmw5WExzRGVEN2M4SzZSZG54bFJrdTlRVFhQUGtqR1I5M3ZZRWZzSVBJaGhjNTJCRnY4clFNRHpKVUFHNkNIX3RzVnRYamlQejFSVDFPeW9VMTNLalVsTURXQ1M2Z3Z6YW1aMjR2T2YwaHMxV0daT3lDQUpQdGtEU1lOZ0c5RmRXWmVXV3ZpdlBvX0M0aGtQenVGR1J0eHlmTU9xQW40MU5TWU4tdFIyYk1sU2xJRzJnWg?oc=5"" target=""_blank"">La embajada de EEUU en Uruguay apoya el proyecto para crear un registro de entidades terroristas: “Profundizaría lazos”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Infobae</font>",,Financiación del terrorismo
"Fri, 13 Feb 2026 10:35:06 GMT",https://news.google.com/rss/articles/CBMi8AFBVV95cUxNOU5QM0R5MllLb3F1T0xxc19RelIyM3puaWZNT0RVV0FpUW90eWRyNnBHeDBJYkFlZXVTQXBJVy1nUExoeUxOeWJIS3lobWZZaWdSSXNJOS1USjFLLXo0TkVQRHBCd1oxem14WDZQZU1CM0g2VlRnN2VUeXJ5SXlKQVN0b0ZWckktZDZXQVZocVRkQ1hlSFYzRWQ1TTUwRENvdzJzaHZXX0FoV1lFOUw0RFVHdGRDNGdmX3UzazRLaVdHTjZxbUw2b3VkTG1ZTm1neDRqZmd3YURLZmpCRWkzWjU5bmVrX2xybnl1U1hFSE0?oc=5,"Este es el plan estratégico de 2026-2028 de ALMA, la nueva autoridad europea contra el blanqueo de capitales - Funds Society","<a href=""https://news.google.com/rss/articles/CBMi8AFBVV95cUxNOU5QM0R5MllLb3F1T0xxc19RelIyM3puaWZNT0RVV0FpUW90eWRyNnBHeDBJYkFlZXVTQXBJVy1nUExoeUxOeWJIS3lobWZZaWdSSXNJOS1USjFLLXo0TkVQRHBCd1oxem14WDZQZU1CM0g2VlRnN2VUeXJ5SXlKQVN0b0ZWckktZDZXQVZocVRkQ1hlSFYzRWQ1TTUwRENvdzJzaHZXX0FoV1lFOUw0RFVHdGRDNGdmX3UzazRLaVdHTjZxbUw2b3VkTG1ZTm1neDRqZmd3YURLZmpCRWkzWjU5bmVrX2xybnl1U1hFSE0?oc=5"" target=""_blank"">Este es el plan estratégico de 2026-2028 de ALMA, la nueva autoridad europea contra el blanqueo de capitales</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Funds Society</font>",,Financiación del terrorismo
"Sat, 14 Feb 2026 08:45:41 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxPV0hvS0N0cmtMQUV2eE9XY0FJdlJkLVl6cXpXUnRZeXVqempxUFhMQWJfamRYbm9IdHBKM3hOWGdoSXNOWkI5LXMteHp0VzRJa0dPbVJaczFQTlI5eXRhaTJXc2JLeE12NjRzTWd4YWpvOVVqcm4wYVZxbzhRS1dzaml0RVdFbXQ5dFNZTkgxbEFPRHlXUzlqbDVuM3A0VUZTOS1ZRFBtR0t2azM4NWVNelFNeVZEbzRzS1BrTUhnbmRQRWc3YlZVUtIB3AFBVV95cUxPcjdaQXBYS3J5VlF0VGdTeDJsTWNfWkdpekFBQ05Sc1FUNHRpdEpkUURCdmQtd0RudEpvTkRIbkVkZ2ZkTV9jc2k2cFlaWkNLZG9MOEVGbzhXdlV0UTYxZlZiYkFfUy1HUU0zcGZrZUxLM0xwN3V0cFZ2cV9CaVpqQjc3R2c0SHIwdzFpNHF6NUFzMG94X19Oc0l4WTdldHZ3UU5YcmM4THY1aHpIclViMmJHOS0tWFhNMG43by1DVVFBSS0wYlZzc0VOZVFwOVhGZFBrWHpDUHR6blJ3?oc=5,Logran extinción de dominio de bienes inmuebles del Bloque Norte de las extintas AUC en Bogotá - Caracol Radio,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxPV0hvS0N0cmtMQUV2eE9XY0FJdlJkLVl6cXpXUnRZeXVqempxUFhMQWJfamRYbm9IdHBKM3hOWGdoSXNOWkI5LXMteHp0VzRJa0dPbVJaczFQTlI5eXRhaTJXc2JLeE12NjRzTWd4YWpvOVVqcm4wYVZxbzhRS1dzaml0RVdFbXQ5dFNZTkgxbEFPRHlXUzlqbDVuM3A0VUZTOS1ZRFBtR0t2azM4NWVNelFNeVZEbzRzS1BrTUhnbmRQRWc3YlZVUtIB3AFBVV95cUxPcjdaQXBYS3J5VlF0VGdTeDJsTWNfWkdpekFBQ05Sc1FUNHRpdEpkUURCdmQtd0RudEpvTkRIbkVkZ2ZkTV9jc2k2cFlaWkNLZG9MOEVGbzhXdlV0UTYxZlZiYkFfUy1HUU0zcGZrZUxLM0xwN3V0cFZ2cV9CaVpqQjc3R2c0SHIwdzFpNHF6NUFzMG94X19Oc0l4WTdldHZ3UU5YcmM4THY1aHpIclViMmJHOS0tWFhNMG43by1DVVFBSS0wYlZzc0VOZVFwOVhGZFBrWHpDUHR6blJ3?oc=5"" target=""_blank"">Logran extinción de dominio de bienes inmuebles del Bloque Norte de las extintas AUC en Bogotá</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Caracol Radio</font>",,Extinción de dominio
"Sat, 14 Feb 2026 16:17:00 GMT",https://news.google.com/rss/articles/CBMiugFBVV95cUxOT3ZWTmowX0M2TnNkY2NuengwQmNua2NVY3BsaE1pN1haT2N6U3Q2ZFJSZ19JU0tUVDlQWC1JSDh1SGNZdElndU9WNTlScWNvYWNoVGlkU2h3MW82aW5CTjZJY2VkZXhHbjJqYmNSb0x1T1d3RGlmMHpwajBiWlhPWUF4M1JjREdtczNFajh2VVRPNDcyUDBDVWZyUFRHcGNGc1ZEV2FwcWV6eUhVNXFhSlpKa3VoTmlKR1HSAc4BQVVfeXFMTmdQZXYybFFaeVFvYkR1UUFJSkNyTXhGZlpkc2ZzZDNqUVFPMzNjVlNfOGJaaDJtbUl6UGJaOXJQZzB4S2REZi1qODBJaExUeVlSSnhYdlJ5YWJvTW53Q0RQY3hjUGZ6Y1dEaEl6Yk9WMUoxUEwxQVJhcDNmUGdRWENqU0JqR3JnbHRoQ0tRQWNqZXRtMlNlX3dTbmdxTGZsbmw1dkZjbmJodDdZSENfQ0dXQWQ4MC10Y1hUZFNnT2J2T2pObGxNdEFwWDhzR3c?oc=5,Extinción de dominio en Bogotá a bienes que estarían asociados al paramilitarismo - El Espectador,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxOT3ZWTmowX0M2TnNkY2NuengwQmNua2NVY3BsaE1pN1haT2N6U3Q2ZFJSZ19JU0tUVDlQWC1JSDh1SGNZdElndU9WNTlScWNvYWNoVGlkU2h3MW82aW5CTjZJY2VkZXhHbjJqYmNSb0x1T1d3RGlmMHpwajBiWlhPWUF4M1JjREdtczNFajh2VVRPNDcyUDBDVWZyUFRHcGNGc1ZEV2FwcWV6eUhVNXFhSlpKa3VoTmlKR1HSAc4BQVVfeXFMTmdQZXYybFFaeVFvYkR1UUFJSkNyTXhGZlpkc2ZzZDNqUVFPMzNjVlNfOGJaaDJtbUl6UGJaOXJQZzB4S2REZi1qODBJaExUeVlSSnhYdlJ5YWJvTW53Q0RQY3hjUGZ6Y1dEaEl6Yk9WMUoxUEwxQVJhcDNmUGdRWENqU0JqR3JnbHRoQ0tRQWNqZXRtMlNlX3dTbmdxTGZsbmw1dkZjbmJodDdZSENfQ0dXQWQ4MC10Y1hUZFNnT2J2T2pObGxNdEFwWDhzR3c?oc=5"" target=""_blank"">Extinción de dominio en Bogotá a bienes que estarían asociados al paramilitarismo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Espectador</font>",,Extinción de dominio
"Mon, 16 Feb 2026 15:54:29 GMT",https://news.google.com/rss/articles/CBMixwFBVV95cUxOd25DMDJrVGpsRTBkSDg3WW85YnphY1lvVl9DUVZOUmtBZk53dHZJRDhITDdqSnhSV2VKWXEyWlhGQk1Ral9MQ3d4OFhQeTBFWDE1R1c0bzJHS2tuX1FSZnVEczRUSVF0UU9aNnhMNTlfWTVad0EzakdnWHZLMy1DWWN3SktHV0hlOVhXazZTX2RpaUhTcG1LdWQ0akZhbkxUa0pTSzIwWjU2ZnRuUjRlaEJVaTU0bUxTbGI3UnFVZVVIcHNab0U40gHHAUFVX3lxTFBhcXd5RnlNdXEwZTlGSjQxTmVKWF8xbTlKUmpyblFSQWIwSVZhYlFHUHJxQTBzdVE2TExEVVF5UDNsV3E0REhBLVp6WEk4X09tc3phSmU4TS11M3ZoYUJMUlJSdm4tazZObVdPd01MbGtqUXUwOVZXMG9peGJpUlp3RzlzdjBDYnRhMGtRb2pRWkNWWENyWEc4ZHB6M1VOUHpOYktOZ3BuMmhHbFJuUHBHb1JLOW4wcWlXRHhrNFI2V2F0TlAxU3c?oc=5,Extinción de dominio para propiedades que eran de los paramilitares en exclusiva zona de Bogotá - Noticias RCN,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxOd25DMDJrVGpsRTBkSDg3WW85YnphY1lvVl9DUVZOUmtBZk53dHZJRDhITDdqSnhSV2VKWXEyWlhGQk1Ral9MQ3d4OFhQeTBFWDE1R1c0bzJHS2tuX1FSZnVEczRUSVF0UU9aNnhMNTlfWTVad0EzakdnWHZLMy1DWWN3SktHV0hlOVhXazZTX2RpaUhTcG1LdWQ0akZhbkxUa0pTSzIwWjU2ZnRuUjRlaEJVaTU0bUxTbGI3UnFVZVVIcHNab0U40gHHAUFVX3lxTFBhcXd5RnlNdXEwZTlGSjQxTmVKWF8xbTlKUmpyblFSQWIwSVZhYlFHUHJxQTBzdVE2TExEVVF5UDNsV3E0REhBLVp6WEk4X09tc3phSmU4TS11M3ZoYUJMUlJSdm4tazZObVdPd01MbGtqUXUwOVZXMG9peGJpUlp3RzlzdjBDYnRhMGtRb2pRWkNWWENyWEc4ZHB6M1VOUHpOYktOZ3BuMmhHbFJuUHBHb1JLOW4wcWlXRHhrNFI2V2F0TlAxU3c?oc=5"" target=""_blank"">Extinción de dominio para propiedades que eran de los paramilitares en exclusiva zona de Bogotá</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Noticias RCN</font>",,Extinción de dominio
"Sat, 14 Feb 2026 17:55:32 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxNb0M4UkJLb0xVZzFFUGdpaVVhNVg3aTJBTllJNTRRTWpvM09ieDlYR0JmaFNQWF9HUjJnZlBDWmlmMG9JRWhUMFljdklKcjA1SDRNNjl0WFpyQWx6Z0I0RDhaeUMwTWk2cDZ1RzBleUcxT2JsRFdzS2xVT0JxQ1hybWMzTHBXNm9QR1g4c3pYRmxONTNZT2V1b0tXUW5KRWkzWG1QTXhrRdIBrAFBVV95cUxNSkVzbW5xXzNiV2xuRDVyMlcwSThiMDFUbk96VzFoelNTMHFDc2VicVVTOVMtd0UxVHRrdjh3dnh6SUVFSmh3blA4cHFLc1h1UHFSRjRZcFdvVExHX2tMMWszajNqS243ZEN0YkIwaVo5MEc5VWNxWlpoSGc2MXJ2TG5DaU0wdTdvdl84TEhSUUFXVHV6MzBwVlNidEJxb1pmODBWeUt2N3g4U3Bo?oc=5,Sorpresa con parqueadero y apartamento en Usaquén (Bogotá): le hicieron extinción de dominio - Pulzo,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxNb0M4UkJLb0xVZzFFUGdpaVVhNVg3aTJBTllJNTRRTWpvM09ieDlYR0JmaFNQWF9HUjJnZlBDWmlmMG9JRWhUMFljdklKcjA1SDRNNjl0WFpyQWx6Z0I0RDhaeUMwTWk2cDZ1RzBleUcxT2JsRFdzS2xVT0JxQ1hybWMzTHBXNm9QR1g4c3pYRmxONTNZT2V1b0tXUW5KRWkzWG1QTXhrRdIBrAFBVV95cUxNSkVzbW5xXzNiV2xuRDVyMlcwSThiMDFUbk96VzFoelNTMHFDc2VicVVTOVMtd0UxVHRrdjh3dnh6SUVFSmh3blA4cHFLc1h1UHFSRjRZcFdvVExHX2tMMWszajNqS243ZEN0YkIwaVo5MEc5VWNxWlpoSGc2MXJ2TG5DaU0wdTdvdl84TEhSUUFXVHV6MzBwVlNidEJxb1pmODBWeUt2N3g4U3Bo?oc=5"" target=""_blank"">Sorpresa con parqueadero y apartamento en Usaquén (Bogotá): le hicieron extinción de dominio</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pulzo</font>",,Extinción de dominio
"Sat, 14 Feb 2026 18:26:51 GMT",https://news.google.com/rss/articles/CBMi4wFBVV95cUxOTXN0UmljaTY4NUlXVHN6NHRaRG9pSXhYQlQyMHFVZDBKZWV3RGhjT09IX3RUVHZnVFlycU5mOGdHOHF3aDI5SVJUUjlUaHZWYzBabS1MQUpoS1hWQ1VsdWhNWXNNeTlwZUpZTUVQNGlPUXVfY2RBbzNvT2RVNDE2UUp2LUgwOW41eXNnQUQwMGZ5cENNakxSRERSYTVucml2Z2MwbWFQQ1N6NGd6eGpWWldyTXR3cFVYMHNsZFJMMjhZWVVrNmgxUFJKakR2azJnRDB4VGpPME9YTmxLcy1rT05mZw?oc=5,Fiscalía y Ejército hicieron extinción de dominio a dos bienes pertenecientes al Bloque Norte de las AUC - Publimetro Colombia,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxOTXN0UmljaTY4NUlXVHN6NHRaRG9pSXhYQlQyMHFVZDBKZWV3RGhjT09IX3RUVHZnVFlycU5mOGdHOHF3aDI5SVJUUjlUaHZWYzBabS1MQUpoS1hWQ1VsdWhNWXNNeTlwZUpZTUVQNGlPUXVfY2RBbzNvT2RVNDE2UUp2LUgwOW41eXNnQUQwMGZ5cENNakxSRERSYTVucml2Z2MwbWFQQ1N6NGd6eGpWWldyTXR3cFVYMHNsZFJMMjhZWVVrNmgxUFJKakR2azJnRDB4VGpPME9YTmxLcy1rT05mZw?oc=5"" target=""_blank"">Fiscalía y Ejército hicieron extinción de dominio a dos bienes pertenecientes al Bloque Norte de las AUC</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Publimetro Colombia</font>",,Extinción de dominio
